id;cie10;nombre;descripcion;fechaRegistro;estadoReg;edadFin;edadIni;flagSivigila;habilitadoMipres
253;A540;Infeccion gonococica del tracto genitourinario inferior sin absceso periuretral y de glandula accesoria;Infeccion gonococica del tracto genitourinario inferior sin absceso periuretral y de glandula accesoria;19/07/2024;A;1;100;A;1
254;A541;Infeccion gonococica del tracto genitourinario inferior con absceso periuretral y de glandulas accesorias;Infeccion gonococica del tracto genitourinario inferior con absceso periuretral y de glandulas accesorias;19/07/2024;A;1;100;A;1
255;A542;Pelviperitonitis gonococica y otras infecciones gonococicas genitourinarias;Pelviperitonitis gonococica y otras infecciones gonococicas genitourinarias;19/07/2024;A;1;100;A;1
256;A543;Infeccion gonococica del ojo;Infeccion gonococica del ojo;19/07/2024;A;1;100;A;1
257;A544;Infeccion gonococica del sistema osteomuscular;Infeccion gonococica del sistema osteomuscular;19/07/2024;A;1;100;A;1
258;A545;Faringitis gonococica;Faringitis gonococica;19/07/2024;A;1;100;A;1
259;A546;Infeccion gonococica del ano y del recto;Infeccion gonococica del ano y del recto;19/07/2024;A;1;100;A;1
260;A548;Otras infecciones gonococicas;Otras infecciones gonococicas;19/07/2024;A;1;100;A;1
261;A549;Infeccion gonococica, no especificada;Infeccion gonococica, no especificada;19/07/2024;A;1;100;A;1
262;A55X;Linfogranuloma (venereo) por clamidias;Linfogranuloma (venereo) por clamidias;19/07/2024;A;1;100;A;1
263;A560;Infeccion del tracto genitourinario inferior debida a clamidias;Infeccion del tracto genitourinario inferior debida a clamidias;19/07/2024;A;1;100;A;1
264;A561;Infeccion del pelviperitoneo y otros organos genitourinarios debida a clamidias;Infeccion del pelviperitoneo y otros organos genitourinarios debida a clamidias;19/07/2024;A;1;100;A;1
265;A562;Infecciones del tracto genitourinario debidas a clamidias, sin otra especificacion;Infecciones del tracto genitourinario debidas a clamidias, sin otra especificacion;19/07/2024;A;1;100;A;1
266;A563;Infeccion del ano y del recto debida a clamidias;Infeccion del ano y del recto debida a clamidias;19/07/2024;A;1;100;A;1
267;A564;Infeccion de faringe debida a clamidias;Infeccion de faringe debida a clamidias;19/07/2024;A;1;100;A;1
268;A568;Infeccion de transmision sexual de otros sitios debida a clamidias;Infeccion de transmision sexual de otros sitios debida a clamidias;19/07/2024;A;1;100;A;1
269;A57X;Chancro blando;Chancro blando;19/07/2024;A;1;100;A;1
270;A58X;Granuloma inguinal;Granuloma inguinal;19/07/2024;A;1;100;A;1
271;A590;Tricomoniasis urogenital;Tricomoniasis urogenital;19/07/2024;A;1;100;A;1
272;A598;Tricomoniasis de otros sitos;Tricomoniasis de otros sitos;19/07/2024;A;1;100;A;1
273;A599;Tricomoniasis, no especificada;Tricomoniasis, no especificada;19/07/2024;A;1;100;A;1
274;A600;Infeccion de genitales y trayecto urogenital debida a virus del herpes [herpes simple];Infeccion de genitales y trayecto urogenital debida a virus del herpes [herpes simple];19/07/2024;A;1;100;A;1
275;A601;Infeccion de la piel perianal y recto por virus del herpes simple;Infeccion de la piel perianal y recto por virus del herpes simple;19/07/2024;A;1;100;A;1
276;A609;Infeccion anogenital por virus del herpes simple, sin otra especificacion;Infeccion anogenital por virus del herpes simple, sin otra especificacion;19/07/2024;A;1;100;A;1
277;A630;Verrugas (venereas) anogenitales;Verrugas (venereas) anogenitales;19/07/2024;A;1;100;A;1
278;A638;Otras enfermedades de transmision predominantemente sexual, especificadas;Otras enfermedades de transmision predominantemente sexual, especificadas;19/07/2024;A;1;100;A;1
279;A64X;Enfermedad de transmision sexual no especificada;Enfermedad de transmision sexual no especificada;19/07/2024;A;1;100;A;1
280;A65X;Sifilis no venerea;Sifilis no venerea;19/07/2024;A;1;100;A;1
281;A660;Lesiones iniciales de frambesia;Lesiones iniciales de frambesia;19/07/2024;A;1;100;A;1
282;A661;Lesiones papilomatosas multiples y frambesia con paso de cangrejo;Lesiones papilomatosas multiples y frambesia con paso de cangrejo;19/07/2024;A;1;100;A;1
283;A662;Otras lesiones precoces de la piel en la frambesia;Otras lesiones precoces de la piel en la frambesia;19/07/2024;A;1;100;A;1
284;A663;Hiperqueratosis de frambesia;Hiperqueratosis de frambesia;19/07/2024;A;1;100;A;1
285;A664;Goma y ulceras de frambesia;Goma y ulceras de frambesia;19/07/2024;A;1;100;A;1
286;A665;Gangosa;Gangosa;19/07/2024;A;1;100;A;1
287;A666;Lesiones frambesicas de los huesos y de las articulaciones;Lesiones frambesicas de los huesos y de las articulaciones;19/07/2024;A;1;100;A;1
288;A667;Otras manifestaciones de frambesia;Otras manifestaciones de frambesia;19/07/2024;A;1;100;A;1
289;A668;Frambesia latente;Frambesia latente;19/07/2024;A;1;100;A;1
290;A669;Frambesia, no especificada;Frambesia, no especificada;19/07/2024;A;1;100;A;1
291;A670;Lesiones primarias de la pinta;Lesiones primarias de la pinta;19/07/2024;A;1;100;A;1
292;A671;Lesiones intermedias de la pinta;Lesiones intermedias de la pinta;19/07/2024;A;1;100;A;1
293;A672;Lesiones tardias de la pinta;Lesiones tardias de la pinta;19/07/2024;A;1;100;A;1
294;A673;Lesiones mixtas de la pinta;Lesiones mixtas de la pinta;19/07/2024;A;1;100;A;1
295;A679;Pinta, no especificada;Pinta, no especificada;19/07/2024;A;1;100;A;1
296;A680;Fiebre recurrente transmitida por piojos;Fiebre recurrente transmitida por piojos;19/07/2024;A;1;100;A;1
297;A681;Fiebre recurrente transmitida por garrapatas;Fiebre recurrente transmitida por garrapatas;19/07/2024;A;1;100;A;1
298;A689;Fiebre recurrente, no especificada;Fiebre recurrente, no especificada;19/07/2024;A;1;100;A;1
299;A690;Estomatitis ulcerativa necrotizante;Estomatitis ulcerativa necrotizante;19/07/2024;A;1;100;A;1
300;A691;Otras infecciones de Vincent;Otras infecciones de Vincent;19/07/2024;A;1;100;A;1
301;A692;Enfermedad de Lyme;Enfermedad de Lyme;19/07/2024;A;1;100;A;1
302;A698;Otras infecciones especificadas por espiroquetas;Otras infecciones especificadas por espiroquetas;19/07/2024;A;1;100;A;1
303;A699;Infeccion por espiroqueta, no especificada;Infeccion por espiroqueta, no especificada;19/07/2024;A;1;100;A;1
304;A70X;Infeccion debida a Chlamydia psittaci;Infeccion debida a Chlamydia psittaci;19/07/2024;A;1;100;A;1
305;A710;Estado inicial de tracoma;Estado inicial de tracoma;19/07/2024;A;1;100;A;1
306;A711;Estado activo de tracoma;Estado activo de tracoma;19/07/2024;A;1;100;A;1
307;A719;Tracoma, no especificado;Tracoma, no especificado;19/07/2024;A;1;100;A;1
308;A740;Conjuntivitis por clamidias;Conjuntivitis por clamidias;19/07/2024;A;1;100;A;1
309;A748;Otras enfermedades por clamidias;Otras enfermedades por clamidias;19/07/2024;A;1;100;A;1
310;A749;Infeccion por clamidias, no especificada;Infeccion por clamidias, no especificada;19/07/2024;A;1;100;A;1
311;A750;Tifus epidemico debido a Rickettsia prowazekii transmitido por piojos;Tifus epidemico debido a Rickettsia prowazekii transmitido por piojos;19/07/2024;A;1;100;A;1
312;A751;Tifus recrudescente [enfermedad de Brill];Tifus recrudescente [enfermedad de Brill];19/07/2024;A;1;100;A;1
313;A752;Tifus debido a Rickettsia typhi;Tifus debido a Rickettsia typhi;19/07/2024;A;1;100;A;1
314;A753;Tifus debido a Rickettsia tsutsugamushi;Tifus debido a Rickettsia tsutsugamushi;19/07/2024;A;1;100;A;1
315;A759;Tifus, no especificado;Tifus, no especificado;19/07/2024;A;1;100;A;1
316;A770;Fiebre maculosa debida a Rickettsia rickettsii;Fiebre maculosa debida a Rickettsia rickettsii;19/07/2024;A;1;100;A;1
317;A771;Fiebre maculosa debida a Rickettsia conorii;Fiebre maculosa debida a Rickettsia conorii;19/07/2024;A;1;100;A;1
318;A772;Fiebre maculosa debida a Rickettsia siberica;Fiebre maculosa debida a Rickettsia siberica;19/07/2024;A;1;100;A;1
319;A773;Fiebre maculosa debida a Rickettsia australis;Fiebre maculosa debida a Rickettsia australis;19/07/2024;A;1;100;A;1
320;A778;Otras fiebres maculosas;Otras fiebres maculosas;19/07/2024;A;1;100;A;1
321;A779;Fiebre maculosa, no especificada;Fiebre maculosa, no especificada;19/07/2024;A;1;100;A;1
322;A78X;Fiebre Q;Fiebre Q;19/07/2024;A;1;100;A;1
323;A790;Fiebre de las trincheras;Fiebre de las trincheras;19/07/2024;A;1;100;A;1
324;A791;Rickettsiosis pustulosa debida a Rickettsia akari;Rickettsiosis pustulosa debida a Rickettsia akari;19/07/2024;A;1;100;A;1
325;A798;Otras rickettsiosis especificadas;Otras rickettsiosis especificadas;19/07/2024;A;1;100;A;1
326;A799;Rickettsiosis, no especificada;Rickettsiosis, no especificada;19/07/2024;A;1;100;A;1
327;A800;Poliomielitis aguda paralitica, asociada a vacuna;Poliomielitis aguda paralitica, asociada a vacuna;19/07/2024;A;1;100;A;1
328;A801;Poliomielitis aguda paralitica debida a virus salvaje importado;Poliomielitis aguda paralitica debida a virus salvaje importado;19/07/2024;A;1;100;A;1
329;A802;Poliomielitis aguda paralitica debida a virus salvaje autoctono;Poliomielitis aguda paralitica debida a virus salvaje autoctono;19/07/2024;A;1;100;A;1
330;A803;Otras poliomielitis agudas paraliticas y las no especificadas;Otras poliomielitis agudas paraliticas y las no especificadas;19/07/2024;A;1;100;A;1
331;A804;Poliomielitis aguda no paralitica;Poliomielitis aguda no paralitica;19/07/2024;A;1;100;A;1
332;A809;Poliomielitis aguda, sin otra especificacion;Poliomielitis aguda, sin otra especificacion;19/07/2024;A;1;100;A;1
333;A810;Enfermedad de Creutzfeldt-Jakob;Enfermedad de Creutzfeldt-Jakob;19/07/2024;A;1;100;A;1
334;A811;Panencefalitis esclerosante subaguda;Panencefalitis esclerosante subaguda;19/07/2024;A;1;100;A;1
335;A812;Leucoencefalopatia multifocal progresiva;Leucoencefalopatia multifocal progresiva;19/07/2024;A;1;100;A;1
336;A818;Otras infecciones del sistema nervioso central por virus atipico;Otras infecciones del sistema nervioso central por virus atipico;19/07/2024;A;1;100;A;1
337;A819;Infecciones del sistema nervioso central por virus atipico, sin otra especificacion;Infecciones del sistema nervioso central por virus atipico, sin otra especificacion;19/07/2024;A;1;100;A;1
338;A820;Rabia selvatica;Rabia selvatica;19/07/2024;A;1;100;A;1
339;A821;Rabia urbana;Rabia urbana;19/07/2024;A;1;100;A;1
340;A829;Rabia, sin otra especificacion;Rabia, sin otra especificacion;19/07/2024;A;1;100;A;1
341;A830;Encefalitis japonesa;Encefalitis japonesa;19/07/2024;A;1;100;A;1
342;A831;Encefalitis equina del oeste;Encefalitis equina del oeste;19/07/2024;A;1;100;A;1
343;A832;Encefalitis equina del este;Encefalitis equina del este;19/07/2024;A;1;100;A;1
344;A833;Encefalitis de San Luis;Encefalitis de San Luis;19/07/2024;A;1;100;A;1
345;A834;Encefalitis australiana;Encefalitis australiana;19/07/2024;A;1;100;A;1
346;A835;Encefalitis de California;Encefalitis de California;19/07/2024;A;1;100;A;1
347;A836;Enfermedad por virus Rocio;Enfermedad por virus Rocio;19/07/2024;A;1;100;A;1
348;A838;Otras encefalitis virales transmitidas por mosquitos;Otras encefalitis virales transmitidas por mosquitos;19/07/2024;A;1;100;A;1
349;A839;Encefalitis viral transmitida por mosquitos, sin otra especificacion;Encefalitis viral transmitida por mosquitos, sin otra especificacion;19/07/2024;A;1;100;A;1
350;A840;Encefalitis del Lejano Oriente transmitida por garrapatas [encefalitis primaveroestival rusa];Encefalitis del Lejano Oriente transmitida por garrapatas [encefalitis primaveroestival rusa];19/07/2024;A;1;100;A;1
351;A841;Encefalitis centroeuropea transmitida por garrapatas;Encefalitis centroeuropea transmitida por garrapatas;19/07/2024;A;1;100;A;1
352;A848;Otras encefalitis virales transmitida por garrapatas;Otras encefalitis virales transmitida por garrapatas;19/07/2024;A;1;100;A;1
353;A849;Encefalitis viral transmitida por garrapatas, sin otra especificacion;Encefalitis viral transmitida por garrapatas, sin otra especificacion;19/07/2024;A;1;100;A;1
354;A850;Encefalitis enteroviral;Encefalitis enteroviral;19/07/2024;A;1;100;A;1
355;A851;Encefalitis por adenovirus;Encefalitis por adenovirus;19/07/2024;A;1;100;A;1
356;A852;Encefalitis viral transmitida por artropodos, sin otra especifcacion;Encefalitis viral transmitida por artropodos, sin otra especifcacion;19/07/2024;A;1;100;A;1
357;A858;Otras encefalitis virales especifcadas;Otras encefalitis virales especifcadas;19/07/2024;A;1;100;A;1
358;A86X;Encefalitis viral, no especificada;Encefalitis viral, no especificada;19/07/2024;A;1;100;A;1
359;A870;Meningitis enteroviral;Meningitis enteroviral;19/07/2024;A;1;100;A;1
360;A871;Meningitis debida a adenovirus;Meningitis debida a adenovirus;19/07/2024;A;1;100;A;1
361;A872;Coriomeningitis linfocitica;Coriomeningitis linfocitica;19/07/2024;A;1;100;A;1
362;A878;Otras meningitis virales;Otras meningitis virales;19/07/2024;A;1;100;A;1
363;A879;Meningitis viral, sin otra especificacion;Meningitis viral, sin otra especificacion;19/07/2024;A;1;100;A;1
364;A880;Fiebre exantematica enteroviral [exantema de Boston];Fiebre exantematica enteroviral [exantema de Boston];19/07/2024;A;1;100;A;1
365;A881;Vertigo epidemico;Vertigo epidemico;19/07/2024;A;1;100;A;1
366;A888;Otras infecciones virales especificadas del sistema nervioso central;Otras infecciones virales especificadas del sistema nervioso central;19/07/2024;A;1;100;A;1
367;A89X;Infeccion viral del sistema nervioso central, no especificada;Infeccion viral del sistema nervioso central, no especificada;19/07/2024;A;1;100;A;1
368;A90X;Fiebre del dengue [dengue clasico];Fiebre del dengue [dengue clasico];19/07/2024;A;1;100;A;0
369;A91X;Fiebre del dengue hemorragico;Fiebre del dengue hemorragico;19/07/2024;A;1;100;A;0
370;A920;Enfermedad por virus Chikungunya;Enfermedad por virus Chikungunya;19/07/2024;A;1;100;A;1
371;A921;Fiebre de O'nyong-nyong;Fiebre de O'nyong-nyong;19/07/2024;A;1;100;A;1
372;A922;Fiebre equina venezolana;Fiebre equina venezolana;19/07/2024;A;1;100;A;1
373;A923;Infeccion por virus del oeste del Nilo;Infeccion por virus del oeste del Nilo;19/07/2024;A;1;100;A;1
374;A924;Fiebre del valle del Rift;Fiebre del valle del Rift;19/07/2024;A;1;100;A;1
375;A925;Enfermedad por virus Zika;Enfermedad por virus Zika;19/07/2024;A;1;100;A;1
376;A928;Otras fiebres virales especificadas transmitidas por mosquitos;Otras fiebres virales especificadas transmitidas por mosquitos;19/07/2024;A;1;100;A;1
377;A929;Fiebre viral transmitida por mosquito, sin otra especificacion;Fiebre viral transmitida por mosquito, sin otra especificacion;19/07/2024;A;1;100;A;1
378;A930;Enfermedad por virus de  Oropouche;Enfermedad por virus de  Oropouche;19/07/2024;A;1;100;A;1
379;A931;Fiebre transmitida por flebotomos;Fiebre transmitida por flebotomos;19/07/2024;A;1;100;A;1
380;A932;Fiebre de Colorado transmitida por garrapatas;Fiebre de Colorado transmitida por garrapatas;19/07/2024;A;1;100;A;1
381;A938;Otras fiebres virales especificadas transmitidas por artropodos;Otras fiebres virales especificadas transmitidas por artropodos;19/07/2024;A;1;100;A;1
382;A94X;Fiebre viral transmitida por artropodos, no especificada;Fiebre viral transmitida por artropodos, no especificada;19/07/2024;A;1;100;A;1
383;A950;Fiebre amarilla selvatica;Fiebre amarilla selvatica;19/07/2024;A;1;100;A;1
384;A951;Fiebre amarilla urbana;Fiebre amarilla urbana;19/07/2024;A;1;100;A;1
385;A959;Fiebre amarilla, no especificada;Fiebre amarilla, no especificada;19/07/2024;A;1;100;A;1
386;A960;Fiebre hemorragica de Junin;Fiebre hemorragica de Junin;19/07/2024;A;1;100;A;1
387;A961;Fiebre hemorragica de Machupo;Fiebre hemorragica de Machupo;19/07/2024;A;1;100;A;1
388;A962;Fiebre de Lassa;Fiebre de Lassa;19/07/2024;A;1;100;A;1
389;A968;Otras fiebres hemorragicas por arenavirus;Otras fiebres hemorragicas por arenavirus;19/07/2024;A;1;100;A;1
390;A969;Fiebre hemorragica por arenavirus, sin otra especificacion;Fiebre hemorragica por arenavirus, sin otra especificacion;19/07/2024;A;1;100;A;1
391;A970;Dengue sin signos de alarma;Dengue sin signos de alarma;19/07/2024;A;1;100;A;1
392;A971;Dengue con signos de alarma;Dengue con signos de alarma;19/07/2024;A;1;100;A;1
393;A972;Dengue severo;Dengue severo;19/07/2024;A;1;100;A;1
394;A979;Dengue no especificado;Dengue no especificado;19/07/2024;A;1;100;A;1
395;A980;Fiebre hemorragica de Crimea-Congo;Fiebre hemorragica de Crimea-Congo;19/07/2024;A;1;100;A;1
396;A981;Fiebre hemorragica de Omsk;Fiebre hemorragica de Omsk;19/07/2024;A;1;100;A;1
397;A982;Enfermedad de la selva Kyasanur;Enfermedad de la selva Kyasanur;19/07/2024;A;1;100;A;1
398;A983;Enfermedad por el virus de Marburg;Enfermedad por el virus de Marburg;19/07/2024;A;1;100;A;1
399;A984;Enfermedad por el virus de Ebola;Enfermedad por el virus de Ebola;19/07/2024;A;1;100;A;1
400;A985;Fiebres hemorragicas con sindrome renal;Fiebres hemorragicas con sindrome renal;19/07/2024;A;1;100;A;1
401;A988;Otras fiebres hemorragicas virales especificadas;Otras fiebres hemorragicas virales especificadas;19/07/2024;A;1;100;A;1
402;A99X;Fiebre viral hemorragica, no especificada;Fiebre viral hemorragica, no especificada;19/07/2024;A;1;100;A;1
403;B000;Eczema herpetico;Eczema herpetico;19/07/2024;A;1;100;A;1
404;B001;Dermatitis vesicular herpetica;Dermatitis vesicular herpetica;19/07/2024;A;1;100;A;1
405;B002;Gingivoestomatitis y faringoamigdalitis herpetica;Gingivoestomatitis y faringoamigdalitis herpetica;19/07/2024;A;1;100;A;1
406;B003;Meningitis herpetica;Meningitis herpetica;19/07/2024;A;1;100;A;1
407;B004;Encefalitis herpetica;Encefalitis herpetica;19/07/2024;A;1;100;A;1
408;B005;Oculopatia herpetica;Oculopatia herpetica;19/07/2024;A;1;100;A;1
409;B007;Enfermedad herpetica diseminada;Enfermedad herpetica diseminada;19/07/2024;A;1;100;A;1
410;B008;Otras formas de infecciones herpeticas;Otras formas de infecciones herpeticas;19/07/2024;A;1;100;A;1
411;B009;Infeccion debida al virus del herpes, no especificada;Infeccion debida al virus del herpes, no especificada;19/07/2024;A;1;100;A;1
412;B010;Meningitis debida a varicela;Meningitis debida a varicela;19/07/2024;A;1;100;A;1
413;B011;Encefalitis debida a varicela;Encefalitis debida a varicela;19/07/2024;A;1;100;A;1
414;B012;Neumonia debida a varicela;Neumonia debida a varicela;19/07/2024;A;1;100;A;1
415;B018;Varicela con otras complicaciones;Varicela con otras complicaciones;19/07/2024;A;1;100;A;1
416;B019;Varicela sin complicaciones;Varicela sin complicaciones;19/07/2024;A;1;100;A;1
417;B020;Encefalitis debida a herpes zoster;Encefalitis debida a herpes zoster;19/07/2024;A;1;100;A;1
418;B021;Meningitis debida a herpes zoster;Meningitis debida a herpes zoster;19/07/2024;A;1;100;A;1
419;B022;Herpes zoster con otros compromisos del sistema nervioso;Herpes zoster con otros compromisos del sistema nervioso;19/07/2024;A;1;100;A;1
